,Type,Start,End,Duration,Day of Week,Budget,Currency,Clicks,Impressions,Spent,CTR,CPC,CPI,Target Age,Target Gender,username,email,name,gender,age
136,KTR,2025-03-27,2027-02-02,677,Thursday,486137,USD,42278,500000,609,0.084556,0.014404654903259378,0.001218,25-30,M,hamptonkathryn,melissablack@example.net,Lori Munoz,F,45
137,BYU,2025-02-12,2026-03-21,402,Wednesday,587045,GBP,31852,500002,135227,0.06370374518501926,4.245479090794927,0.27045291818832723,35-40,M,hamptonkathryn,melissablack@example.net,Lori Munoz,F,45
138,AKX,2024-07-30,2025-09-04,401,Tuesday,180462,EUR,16266,499998,120485,0.03253213012852051,7.407168326570761,0.24097096388385553,25-35,M,hamptonkathryn,melissablack@example.net,Lori Munoz,F,45
139,KTR,2025-02-17,2026-11-14,635,Monday,998634,USD,54295,500002,973999,0.10858956564173744,17.93901832581269,1.9479902080391678,35-40,F,julie98,larrystone@example.com,Whitney Barnes,F,32
140,KTR,2026-01-20,2027-08-27,584,Tuesday,115054,USD,25039,499999,63294,0.05007810015620031,2.5278166060944924,0.12658825317650635,25-35,B,julie98,larrystone@example.com,Whitney Barnes,F,32
141,KTR,2024-11-17,2025-06-08,203,Sunday,963816,GBP,36078,499998,904176,0.0721562886251545,25.061699650756694,1.8083592334369338,45-60,B,julie98,larrystone@example.com,Whitney Barnes,F,32
142,BYU,2026-05-13,2027-10-08,513,Wednesday,933725,EUR,40673,500000,109192,0.081346,2.6846310820445995,0.218384,30-35,B,burnettjennifer,chelseawall@example.net,Douglas Shaw,M,54
143,AKX,2025-08-29,2027-08-27,728,Friday,228435,USD,31868,499998,45510,0.06373625494501978,1.428078323082716,0.09102036408145632,25-30,M,burnettjennifer,chelseawall@example.net,Douglas Shaw,M,54
144,AKX,2025-03-04,2026-10-18,593,Tuesday,611207,GBP,15646,500001,352407,0.03129193741612517,22.523776044995525,0.7048125903748192,40-65,B,oliviagoodwin,thomas82@example.net,Brittney Moody,F,62
145,BYU,2026-06-08,2028-05-29,721,Monday,424453,USD,34017,500000,344588,0.068034,10.129876238351413,0.689176,30-45,M,oliviagoodwin,thomas82@example.net,Brittney Moody,F,62
146,AKX,2025-12-23,2027-02-22,426,Tuesday,859385,GBP,46394,499999,49230,0.09278818557637115,1.0611285942147692,0.09846019692039384,20-30,B,oliviagoodwin,thomas82@example.net,Brittney Moody,F,62
147,AKX,2025-02-06,2026-06-03,482,Thursday,240152,GBP,39815,499998,87580,0.07963031852127408,2.1996734898907446,0.17516070064280256,30-35,F,stephaniefigueroa,stephanieroy@example.com,Elizabeth Allen,F,67
148,AKX,2024-09-15,2025-06-09,267,Sunday,930555,EUR,43384,499999,667164,0.08676817353634707,15.378111746265905,1.3343306686613374,20-25,B,stephaniefigueroa,stephanieroy@example.com,Elizabeth Allen,F,67
149,GRZ,2024-07-16,2026-06-07,691,Tuesday,707024,USD,39319,500000,336473,0.078638,8.557516722195377,0.672946,20-30,M,stephaniefigueroa,stephanieroy@example.com,Elizabeth Allen,F,67
150,GRZ,2025-08-19,2026-10-12,419,Tuesday,174007,USD,62904,499999,123352,0.12580825161650322,1.9609563779727839,0.2467044934089868,35-40,M,hailey26,hchoi@example.com,Tara Wang,F,18
151,KTR,2025-01-17,2025-03-16,58,Friday,166269,EUR,45329,500000,148951,0.090658,3.285997926272364,0.297902,40-65,B,hailey26,hchoi@example.com,Tara Wang,F,18
152,KTR,2025-04-15,2026-04-29,379,Tuesday,556550,GBP,5031,499997,502847,0.010062060372362234,99.94971178692109,1.0057000342002052,40-65,M,nhensley,craignelson@example.org,Kathy Mccormick,F,30
153,KTR,2026-05-27,2026-07-22,56,Wednesday,382124,GBP,20968,499999,290390,0.04193608387216775,13.84919877909195,0.5807811615623232,20-40,F,nhensley,craignelson@example.org,Kathy Mccormick,F,30
154,KTR,2024-09-27,2025-04-23,208,Friday,235196,EUR,13180,499999,70281,0.02636005272010544,5.332397572078907,0.14056228112456226,35-50,B,nhensley,craignelson@example.org,Kathy Mccormick,F,30
155,AKX,2025-08-22,2027-08-05,713,Friday,893575,EUR,51704,499998,438491,0.10340841363365454,8.480794522667491,0.8769855079420318,20-25,F,nhensley,craignelson@example.org,Kathy Mccormick,F,30
156,KTR,2025-06-18,2026-11-15,515,Wednesday,592355,EUR,10120,500002,303124,0.02023991904032384,29.95296442687747,0.6062455750176999,25-35,F,cookcolleen,maybrandi@example.net,Ashley Johnson,F,79
157,GRZ,2025-03-04,2026-11-25,631,Tuesday,164419,GBP,59686,499999,88675,0.11937223874447749,1.4856917870187314,0.1773503547007094,45-50,B,cookcolleen,maybrandi@example.net,Ashley Johnson,F,79
158,BYU,2026-02-25,2027-01-29,338,Wednesday,190101,GBP,40769,500000,161803,0.081538,3.9687752949545,0.323606,35-55,M,cookcolleen,maybrandi@example.net,Ashley Johnson,F,79
159,BYU,2026-02-22,2027-05-01,433,Sunday,687251,USD,33268,500004,545256,0.06653546771625828,16.389804015871107,1.0905032759737923,35-45,B,cookcolleen,maybrandi@example.net,Ashley Johnson,F,79
160,AKX,2026-04-16,2026-06-11,56,Thursday,868200,USD,75043,500000,414681,0.150086,5.5259118105619445,0.829362,40-60,M,cookcolleen,maybrandi@example.net,Ashley Johnson,F,79
161,BYU,2025-02-12,2025-10-16,246,Wednesday,266852,EUR,22047,500000,186067,0.044094,8.439560937996099,0.372134,35-45,M,cookcolleen,maybrandi@example.net,Ashley Johnson,F,79
162,KTR,2024-08-08,2025-01-31,176,Thursday,781225,GBP,5543,500001,239645,0.011085977828044343,43.23380840699982,0.47928904142191714,25-50,F,megan01,justinpena@example.org,Tina Travis,F,21
163,AKX,2024-12-01,2026-09-02,640,Sunday,461806,EUR,10054,499997,2194,0.02010812064872389,0.21822160334195345,0.004388026328157969,20-25,M,megan01,justinpena@example.org,Tina Travis,F,21
164,BYU,2026-05-23,2027-06-22,395,Saturday,287128,GBP,55026,499996,282497,0.11005288042304338,5.133882164794824,0.5649985199881599,35-40,M,megan01,justinpena@example.org,Tina Travis,F,21
165,GRZ,2024-12-05,2025-04-03,119,Thursday,87633,GBP,34974,500001,21250,0.0699478601042798,0.6075942128438269,0.04249991500017,40-45,M,megan01,justinpena@example.org,Tina Travis,F,21
166,BYU,2026-04-22,2027-03-29,341,Wednesday,306931,GBP,30576,499999,16910,0.06115212230424461,0.5530481423338566,0.03382006764013528,35-50,F,megan01,justinpena@example.org,Tina Travis,F,21
167,KTR,2025-11-15,2027-03-29,499,Saturday,956467,EUR,28330,499998,600508,0.056660226640906565,21.19689375220614,1.2010208040832164,45-55,B,megan01,justinpena@example.org,Tina Travis,F,21
168,AKX,2025-07-23,2026-11-09,474,Wednesday,944269,GBP,63081,500000,488305,0.126162,7.740920403925112,0.97661,45-60,B,megan01,justinpena@example.org,Tina Travis,F,21
169,AKX,2026-02-12,2026-12-18,309,Thursday,94939,EUR,33574,499998,13074,0.06714826859307438,0.3894084708405314,0.02614810459241837,40-55,M,megan01,justinpena@example.org,Tina Travis,F,21
170,KTR,2025-03-09,2025-04-19,41,Sunday,410181,USD,77597,499997,214436,0.15519493116958702,2.7634573501552895,0.4288745732474395,20-35,F,pwilkins,bryantchristy@example.org,Daniel Simmons,M,81
171,AKX,2026-05-12,2028-05-03,722,Tuesday,217521,USD,23209,500001,77690,0.04641790716418567,3.347408332974277,0.1553796892406215,45-60,F,pwilkins,bryantchristy@example.org,Daniel Simmons,M,81
172,GRZ,2026-05-30,2027-04-20,325,Saturday,993371,EUR,53462,499999,698383,0.1069242138484277,13.063166361153717,1.396768793537587,40-50,M,pwilkins,bryantchristy@example.org,Daniel Simmons,M,81
173,AKX,2025-11-14,2026-10-02,322,Friday,282033,GBP,60889,500000,130689,0.121778,2.146348273087093,0.261378,30-50,M,pwilkins,bryantchristy@example.org,Daniel Simmons,M,81
174,AKX,2026-02-27,2027-04-22,419,Friday,608966,GBP,40809,499999,64177,0.08161816323632647,1.5726187850719204,0.12835425670851341,30-55,M,pwilkins,bryantchristy@example.org,Daniel Simmons,M,81
175,BYU,2025-07-14,2026-07-24,375,Monday,264890,EUR,75464,499997,106292,0.15092890557343344,1.4085126682921658,0.21258527551165307,30-45,F,pwilkins,bryantchristy@example.org,Daniel Simmons,M,81
176,AKX,2025-11-12,2026-11-24,377,Wednesday,956367,GBP,35465,500002,862075,0.07092971628113487,24.30776822219089,1.7241431034275863,30-45,F,joshua33,andersonjeffrey@example.com,Christina Bond,F,65
177,GRZ,2025-04-04,2026-11-02,577,Friday,885760,GBP,65286,499998,245901,0.13057252229008917,3.766519621358331,0.4918039672158689,20-30,M,joshua33,andersonjeffrey@example.com,Christina Bond,F,65
178,GRZ,2025-01-15,2026-07-21,552,Wednesday,963546,EUR,50637,500002,153205,0.10127359490562038,3.025554436479254,0.30640877436490255,30-55,M,andersonwalter,pstevenson@example.org,Mario Jones,M,26
179,BYU,2024-11-18,2026-06-14,573,Monday,421929,GBP,18202,500000,261106,0.036404,14.344907153060102,0.522212,45-55,B,andersonwalter,pstevenson@example.org,Mario Jones,M,26
180,GRZ,2025-12-13,2027-01-27,410,Saturday,953663,GBP,50236,500001,570122,0.10047179905640188,11.348873317939326,1.140241719516561,20-40,F,andersonwalter,pstevenson@example.org,Mario Jones,M,26
181,KTR,2025-09-23,2027-02-09,504,Tuesday,494073,GBP,77898,500001,52323,0.15579568840862318,0.6716860509897559,0.10464579070841859,20-30,F,andersonwalter,pstevenson@example.org,Mario Jones,M,26
182,GRZ,2024-10-12,2025-01-15,95,Saturday,582062,GBP,51317,499998,106553,0.10263441053764215,2.076368454897987,0.2131068524274097,30-45,B,andersonwalter,pstevenson@example.org,Mario Jones,M,26
183,GRZ,2024-10-02,2024-10-20,18,Wednesday,7797,USD,36681,499996,6471,0.0733625869006952,0.1764128567923448,0.012942103536828295,30-55,F,andersonwalter,pstevenson@example.org,Mario Jones,M,26
184,BYU,2026-01-02,2027-12-21,718,Friday,560920,USD,41914,499994,69421,0.08382900594807138,1.6562723672281339,0.1388436661239935,40-50,M,schmidtmatthew,kathryn04@example.net,Grant Anderson,M,34
185,KTR,2024-09-01,2026-07-30,697,Sunday,168091,EUR,27152,499999,9996,0.054304108608217216,0.36814967589864467,0.019992039984079966,35-45,F,schmidtmatthew,kathryn04@example.net,Grant Anderson,M,34
186,GRZ,2026-07-01,2027-10-22,478,Wednesday,20395,USD,11208,500000,19260,0.022416,1.7184154175588866,0.03852,40-55,M,schmidtmatthew,kathryn04@example.net,Grant Anderson,M,34
187,BYU,2025-04-02,2025-06-27,86,Wednesday,407387,EUR,13861,499998,201923,0.027722110888443553,14.567707957578818,0.40384761539046155,35-55,F,courtney48,drodriguez@example.com,Nicole Allen,F,72
188,KTR,2026-03-26,2026-05-02,37,Thursday,473349,GBP,76420,500001,293339,0.15283969432061137,3.8385108610311436,0.5866768266463467,40-45,B,courtney48,drodriguez@example.com,Nicole Allen,F,72
189,BYU,2025-11-07,2026-11-19,377,Friday,159872,GBP,62613,500000,114020,0.125226,1.8210275821315063,0.22804,30-55,F,courtney48,drodriguez@example.com,Nicole Allen,F,72
190,GRZ,2026-02-04,2026-12-16,315,Wednesday,183322,USD,36733,500000,90340,0.073466,2.4593689597909236,0.18068,35-40,F,courtney48,drodriguez@example.com,Nicole Allen,F,72
191,AKX,2026-04-23,2027-02-14,297,Thursday,626407,EUR,74092,500002,60497,0.14818340726637094,0.8165119041192032,0.1209935160259359,25-45,B,jacksonbrian,dnunez@example.net,John Simpson,M,47
192,KTR,2026-07-01,2027-07-17,381,Wednesday,970235,GBP,16942,500005,159700,0.03388366116338837,9.426277889269272,0.3193968060319397,35-55,M,jacksonbrian,dnunez@example.net,John Simpson,M,47
193,AKX,2024-09-17,2024-11-18,62,Tuesday,524562,EUR,50228,499995,514161,0.1004570045700457,10.236541371346659,1.0283322833228332,35-40,M,jacksonbrian,dnunez@example.net,John Simpson,M,47
194,KTR,2025-04-18,2025-04-26,8,Friday,634493,USD,4012,499999,410490,0.008024016048032096,102.31555333998006,0.8209816419632839,45-55,F,jacksonbrian,dnunez@example.net,John Simpson,M,47
195,GRZ,2024-11-23,2025-04-15,143,Saturday,549229,EUR,61957,500002,43534,0.12391350434598261,0.7026486111335281,0.08706765172939308,20-30,B,jacksonbrian,dnunez@example.net,John Simpson,M,47
196,BYU,2025-10-19,2027-08-16,666,Sunday,576697,USD,65794,500002,325848,0.1315874736501054,4.952548864638113,0.651693393226427,45-65,M,jacksonbrian,dnunez@example.net,John Simpson,M,47
197,AKX,2024-11-02,2025-06-09,219,Saturday,404073,EUR,36588,500000,81470,0.073176,2.2266863452498087,0.16294,30-45,M,jacksonbrian,dnunez@example.net,John Simpson,M,47
198,KTR,2025-12-24,2027-02-02,405,Wednesday,72987,EUR,24581,500001,9682,0.04916190167619665,0.3938814531548757,0.019363961272077457,45-70,B,mbrown,kurt01@example.org,Nicole Mitchell,F,65
199,GRZ,2025-11-04,2026-12-15,406,Tuesday,973855,EUR,34006,499999,505800,0.06801213602427204,14.873845791919074,1.0116020232040464,35-45,B,mbrown,kurt01@example.org,Nicole Mitchell,F,65
200,GRZ,2025-04-19,2026-07-21,458,Saturday,88311,EUR,21711,499998,50359,0.043422173688694755,2.319515452996177,0.1007184028736115,20-45,F,barajasdiane,paul36@example.com,Nicole Thompson,F,51
201,GRZ,2026-06-08,2027-07-26,413,Monday,457834,GBP,11141,500001,448046,0.02228195543608913,40.21595907010143,0.8960902078195844,40-60,M,barajasdiane,paul36@example.com,Nicole Thompson,F,51
202,GRZ,2024-09-06,2025-11-29,449,Friday,425485,EUR,67972,499999,413588,0.13594427188854377,6.084681927852645,0.8271776543553087,25-45,M,barajasdiane,paul36@example.com,Nicole Thompson,F,51
203,KTR,2024-10-25,2024-11-16,22,Friday,994200,USD,36293,500000,158940,0.072586,4.379356900779765,0.31788,40-50,M,kathleen16,butleryvonne@example.org,Ashley Thomas,F,61
204,BYU,2025-10-08,2026-09-27,354,Wednesday,857632,USD,4027,499996,751184,0.00805406443251546,186.5368760864167,1.5023800190401524,20-30,F,kathleen16,butleryvonne@example.org,Ashley Thomas,F,61
205,BYU,2026-03-10,2026-09-06,180,Tuesday,879750,USD,42602,499997,83668,0.08520451122706736,1.9639453546781842,0.16733700402202414,35-55,B,kathleen16,butleryvonne@example.org,Ashley Thomas,F,61
206,AKX,2026-03-17,2027-05-23,432,Tuesday,518282,EUR,10533,499997,174267,0.02106612639675838,16.544859014525777,0.3485360912165473,45-60,B,mollyevans,jennifer15@example.com,Helen White,F,30
207,BYU,2025-12-05,2026-02-20,77,Friday,41719,EUR,82879,499997,534,0.16575899455396734,0.006443127933493406,0.0010680064080384483,40-55,F,mollyevans,jennifer15@example.com,Helen White,F,30
208,AKX,2026-05-05,2027-02-28,299,Tuesday,743712,USD,83260,499998,31325,0.16652066608266433,0.3762310833533509,0.0626502506010024,40-55,M,mollyevans,jennifer15@example.com,Helen White,F,30
209,KTR,2025-04-26,2025-10-06,163,Saturday,978271,USD,71941,499999,958677,0.14388228776457554,13.325878150150817,1.9173578347156695,40-60,F,mollyevans,jennifer15@example.com,Helen White,F,30
210,BYU,2025-10-07,2027-05-22,592,Tuesday,689013,USD,28016,499999,406778,0.05603211206422413,14.519488863506568,0.8135576271152543,45-55,M,mollyevans,jennifer15@example.com,Helen White,F,30
211,GRZ,2025-02-13,2025-04-04,50,Thursday,837024,EUR,20552,499999,191473,0.041104082208164416,9.316514207862982,0.38294676589353177,20-45,F,mollyevans,jennifer15@example.com,Helen White,F,30
212,AKX,2026-06-16,2027-04-08,296,Tuesday,439109,EUR,43470,499997,101667,0.08694052164312986,2.338785369220152,0.20333522001132007,30-55,B,ruiztimothy,lopezkeith@example.net,Megan Gillespie,F,65
213,AKX,2025-03-19,2026-03-22,368,Wednesday,897379,EUR,15581,500002,255071,0.03116187535249859,16.37064373275143,0.5101399594401622,20-25,F,ruiztimothy,lopezkeith@example.net,Megan Gillespie,F,65
214,BYU,2025-06-22,2026-11-19,515,Sunday,711048,GBP,13801,499999,567739,0.02760205520411041,41.137526266212596,1.1354802709605418,45-65,B,ruiztimothy,lopezkeith@example.net,Megan Gillespie,F,65
215,GRZ,2025-01-16,2025-06-17,152,Thursday,736716,USD,54025,499998,270304,0.1080504322017288,5.003313280888477,0.5406101624406497,35-50,F,ruiztimothy,lopezkeith@example.net,Megan Gillespie,F,65
216,GRZ,2025-08-27,2026-11-05,435,Wednesday,857281,EUR,23563,500001,369712,0.04712590574818851,15.690362008233247,0.7394225211549577,45-65,M,ruiztimothy,lopezkeith@example.net,Megan Gillespie,F,65
217,AKX,2024-07-12,2025-11-22,498,Friday,62302,USD,7365,499997,8983,0.014730088380530283,1.2196877121520706,0.01796610779664678,30-35,M,ruiztimothy,lopezkeith@example.net,Megan Gillespie,F,65
218,GRZ,2026-06-20,2026-07-30,40,Saturday,550760,EUR,59446,500001,353530,0.11889176221647557,5.947078020388251,0.7070585858828282,20-30,F,ruiztimothy,lopezkeith@example.net,Megan Gillespie,F,65
219,GRZ,2026-05-16,2026-06-27,42,Saturday,77779,GBP,39293,499999,40150,0.07858615717231435,1.0218105005980709,0.0803001606003212,35-60,B,evan49,makaylatucker@example.org,Kenneth Garrison MD,M,31
220,GRZ,2024-10-16,2025-10-07,356,Wednesday,42942,USD,10721,499998,38014,0.021442085768343073,3.5457513291670555,0.07602830411321645,30-35,F,evan49,makaylatucker@example.org,Kenneth Garrison MD,M,31
221,KTR,2025-06-12,2026-10-18,493,Thursday,158834,GBP,39213,500000,140209,0.078426,3.575574426848239,0.280418,30-50,M,alexandria01,anne91@example.net,Mary Greene,F,43
222,BYU,2024-11-25,2026-04-10,501,Monday,660402,GBP,39318,500003,604696,0.07863552818683088,15.379622564728622,1.209384743691538,20-45,B,alexandria01,anne91@example.net,Mary Greene,F,43
223,BYU,2026-06-24,2027-02-27,248,Wednesday,864517,EUR,55542,500000,29381,0.111084,0.5289870728457744,0.058762,40-60,M,alexandria01,anne91@example.net,Mary Greene,F,43
224,GRZ,2025-12-03,2027-03-26,478,Wednesday,866042,GBP,13836,499998,634266,0.027672110688442754,45.8417172593235,1.2685370741482966,45-65,M,connerjohn,schmidtmartin@example.com,Michael Bowen,M,20
225,KTR,2026-02-19,2026-10-13,236,Thursday,862491,EUR,64964,500001,196126,0.12992774014451972,3.018995135767502,0.39225121549756903,45-70,F,connerjohn,schmidtmartin@example.com,Michael Bowen,M,20
226,AKX,2026-01-07,2027-05-06,484,Wednesday,568220,GBP,53806,500001,65358,0.10761178477643045,1.2146972456603353,0.13071573856852287,30-45,M,connerjohn,schmidtmartin@example.com,Michael Bowen,M,20
227,AKX,2025-04-12,2026-02-22,316,Saturday,379243,GBP,16334,500001,197102,0.03266793466413067,12.066976858087425,0.3942032115935768,40-45,F,connerjohn,schmidtmartin@example.com,Michael Bowen,M,20
228,GRZ,2025-04-26,2026-09-08,500,Saturday,368969,USD,24150,499999,129836,0.0483000966001932,5.376231884057971,0.2596725193450387,45-50,F,connerjohn,schmidtmartin@example.com,Michael Bowen,M,20
229,BYU,2025-09-19,2027-04-21,579,Friday,364933,GBP,4118,500000,247762,0.008236,60.165614375910636,0.495524,20-45,B,connerjohn,schmidtmartin@example.com,Michael Bowen,M,20
230,KTR,2026-04-11,2027-10-30,567,Saturday,109524,GBP,13421,499999,44888,0.02684205368410737,3.344609194545861,0.0897761795523591,45-70,F,connerjohn,schmidtmartin@example.com,Michael Bowen,M,20
231,BYU,2025-10-29,2026-08-02,277,Wednesday,959743,USD,28040,500001,723814,0.05607988784022432,25.813623395149786,1.4476251047497906,20-40,M,connerjohn,schmidtmartin@example.com,Michael Bowen,M,20
232,KTR,2025-12-04,2026-11-06,337,Thursday,558559,USD,31050,500001,495168,0.0620998758002484,15.94743961352657,0.9903340193319613,30-40,B,savageadam,danielle70@example.org,Alicia Stein,F,76
233,BYU,2026-03-28,2028-01-10,653,Saturday,765014,GBP,77441,500002,162167,0.1548813804744781,2.0940716158107464,0.32433270266918934,25-35,F,savageadam,danielle70@example.org,Alicia Stein,F,76
234,KTR,2024-10-26,2025-10-04,343,Saturday,262238,USD,19923,500001,200594,0.03984592030815939,10.068463584801485,0.40118719762560473,30-45,F,savageadam,danielle70@example.org,Alicia Stein,F,76
235,AKX,2024-10-18,2025-06-26,251,Friday,990689,USD,67346,500000,910817,0.134692,13.524440946752591,1.821634,45-55,B,alecfuller,zgonzalez@example.net,Todd Stewart,M,66
236,BYU,2026-03-09,2027-06-17,465,Monday,993462,GBP,32609,499997,539574,0.06521839131034786,16.546781563372075,1.0791544749268496,40-60,M,alecfuller,zgonzalez@example.net,Todd Stewart,M,66
237,BYU,2025-05-02,2026-05-17,380,Friday,281434,USD,64558,500000,141475,0.129116,2.191440255274327,0.28295,25-35,F,alecfuller,zgonzalez@example.net,Todd Stewart,M,66
238,KTR,2026-04-06,2026-09-19,166,Monday,587345,GBP,45370,500002,536588,0.09073963704145184,11.826934097421203,1.0731717073131708,25-50,M,alecfuller,zgonzalez@example.net,Todd Stewart,M,66
